Country or Area,City,Source Year,Value,ISO3166-1-Alpha-2,ISO3166-1-Alpha-3
Germany,Lübeck,2024,218095,DE,DEU
Pakistan,Khuzdar,2024,218112,PK,PAK
Spain,Cartagena,2024,218196,ES,ESP
Russian Federation,Khimki,2013,218275,RU,RUS
Pakistan,Chakwal,2024,218356,PK,PAK
Philippines,Santo Tomas (Batangas),2023,218500,PH,PHL
United Kingdom of Great Britain and Northern Ireland,Reading,2013,218705,GB,GBR
United States of America,Modesto (CA),2024,218915,US,USA
United Republic of Tanzania,Zanzibar,2024,219007,TZ,TZA
Canada,Richmond Hill,2025,219094,CA,CAN
Brazil,Santa Luzia (Minas Gerais),2024,219132,BR,BRA
Australia,Wollongong,2025,219141,AU,AUS
Malaysia,M.P. Alor Gajah,2022,219210,MY,MYS
Oman,Sohar,2022,219264,OM,OMN
Pakistan,Jacobabad,2024,219315,PK,PAK
Italy,Messina,2024,219387,IT,ITA
Denmark,Ålborg,2021,219476,DK,DNK
United States of America,Baton Rouge (LA),2024,219573,US,USA
India,Wadhwan,2007,219585,IN,IND
Russian Federation,Velikiy Novgorod,2013,219941,RU,RUS
India,Singrauli,2017,220257,IN,IND
Germany,Mainz,2024,220552,DE,DEU
Pakistan,Dera Ismail Khan,2024,220575,PK,PAK
Russian Federation,Stary Oskol,2013,220719,RU,RUS
Iran (Islamic Republic of),Saveh,2017,220762,IR,IRN
Canada,Abbotsford-Mission,2025,220786,CA,CAN
India,Sambhal,2017,220813,IN,IND
India,Pondicherry,2007,220865,IN,IND
Thailand,Phayao,2013,221062,TH,THA
Malawi,Mzuzu City,2019,221272,MW,MWI
Pakistan,Pakpattan,2024,221280,PK,PAK
United States of America,Hialeah (FL),2024,221300,US,USA
Israel,Bene Beraq,2025,221509,IL,ISR
Spain,Badalona,2023,221750,ES,ESP
Bangladesh,Kushtia Pourasabha,2023,221806,BD,BGD
United States of America,Enterprise (NV),2023,221831,US,USA
India,Murwara (Katni),2017,221883,IN,IND
Chile,Estación Central,2024,221901,CL,CHL
Brazil,Cabo Frio,2024,222161,BR,BRA
Timor-Leste,DILI,2017,222323,TL,TLS
Kazakhstan,Petropavlovsk (Severo- Kazakhstanskaya oblast),2024,222387,KZ,KAZ
Mexico,Piedras Negras,2024,222510,MX,MEX
Spain,Terrassa,2023,222576,ES,ESP
Brazil,Palhoça,2024,222598,BR,BRA
Netherlands (Kingdom of the),Almere,2024,222825,NL,NLD
United States of America,Tacoma (WA),2024,222906,US,USA
India,Thanjavur,2017,222943,IN,IND
China,Lasa,2002,223001,CN,CHN
Japan,Ota,2022,223014,JP,JPN
Ghana,Tamale,2015,223252,GH,GHA
Japan,Hachinohe,2022,223415,JP,JPN
Iran (Islamic Republic of),Bushehr,2017,223504,IR,IRN
Ukraine,Ternopil,2022,223522,UA,UKR
Japan,Atsugi,2022,223705,JP,JPN
United States of America,San Bernardino (CA),2024,223728,US,USA
Chile,Los Ángeles,2024,223751,CL,CHL
India,Mango,2017,223805,IN,IND
Ireland,Cork,2025,224004,IE,IRL
United States of America,Santa Clarita (CA),2024,224028,US,USA
Brazil,Viamão,2024,224112,BR,BRA
Brazil,Itaboraí,2024,224267,BR,BRA
India,Karawal Nagar,2017,224281,IN,IND
United States of America,Cape Coral (FL),2024,224455,US,USA
Zimbabwe,Mutare,2023,224804,ZW,ZWE
India,Nagercoil,2017,224849,IN,IND
China,Bole,2002,224869,CN,CHN
United States of America,Frisco (TX),2024,225007,US,USA
Israel,Ashdod,2025,225035,IL,ISR
India,Nadiad,2017,225071,IN,IND
France,Rennes,2025,225081,FR,FRA
China,Houma,2002,225123,CN,CHN
Netherlands (Kingdom of the),Alkmaar,2024,225138,NL,NLD
Paraguay,San Lorenzo,2024,225395,PY,PRY
United States of America,Huntsville (AL),2024,225564,US,USA
Iran (Islamic Republic of),Varamin,2017,225628,IR,IRN
Brazil,Presidente Prudente,2024,225668,BR,BRA
Philippines,Meycauayan,2023,225673,PH,PHL
Brazil,Águas Lindas de Goiás,2024,225693,BR,BRA
Brazil,Rio Verde,2024,225696,BR,BRA
Thailand,Nakhon Sawan,2013,225903,TH,THA
United States of America,Fremont (CA),2024,226208,US,USA
Malaysia,Georgetown,2020,226281,MY,MYS
Ukraine,Kamenets Podolsky,2022,226295,UA,UKR
Ukraine,Kamyanske,2022,226295,UA,UKR
Indonesia,Pangkal Pinang,2024,226297,ID,IDN
Japan,Takarazuka,2022,226432,JP,JPN
Republic of Korea,Icheon,2025,226603,KR,KOR
Mali,Sikasso,2015,226618,ML,MLI
United Kingdom of Great Britain and Northern Ireland,Aberdeenshire,2006,226871,GB,GBR
Japan,Ageo,2022,226940,JP,JPN
Brazil,Sete Lagoas,2024,227397,BR,BRA
Brazil,Novo Hamburgo,2024,227646,BR,BRA
Netherlands (Kingdom of the),Tilburg,2024,227707,NL,NLD
Brazil,Ipatinga,2024,227731,BR,BRA
China,Heyuan,2002,227773,CN,CHN
Brazil,Magé,2024,228127,BR,BRA
Republic of Korea,Gangneung (Kangnung),2002,228232,KR,KOR
Germany,Krefeld,2024,228426,DE,DEU
Thailand,Suphan Buri,2013,228496,TH,THA
Russian Federation,Balashikha,2013,228567,RU,RUS
Pakistan,Daska,2024,228626,PK,PAK
India,Vizianagaram,2017,228720,IN,IND
Iran (Islamic Republic of),Bojnurd,2017,228931,IR,IRN
New Zealand,North Shore,2011,229000,NZ,NZL
Slovakia,Kosice,2023,229040,SK,SVK
Malaysia,M.D. Lahad Datu,2022,229138,MY,MYS
United States of America,Richmond (VA),2024,229247,US,USA
Mexico,Chetumal,2024,229320,MX,MEX
United States of America,Spokane (WA),2024,229447,US,USA
Israel,Netanya,2025,229603,IL,ISR
United Kingdom of Great Britain and Northern Ireland,Brighton and Hove,2013,229700,GB,GBR
Japan,Neyagawa,2022,229733,JP,JPN
Japan,Kasukabe,2022,229792,JP,JPN
Indonesia,Bitung,2024,229795,ID,IDN
India,Bulandshahar,2017,230024,IN,IND
India,Pali,2017,230075,IN,IND
Mexico,Ciudad Lázaro Cárdenas,2024,230099,MX,MEX
Algeria,El Tarf,2016,230157,DZ,DZA
Republic of South Sudan,JUBA,2014,230195,SS,SSD
Malaysia,M.D. Pasir Mas,2022,230424,MY,MYS
China,Simao,2002,230834,CN,CHN
Oman,Mutrah,2022,230881,OM,OMN
United States of America,Norfolk (VA),2024,230930,US,USA
Philippines,Ormoc,2023,230998,PH,PHL
Iran (Islamic Republic of),Qarchak,2017,231075,IR,IRN
Australia,Greater Sydney,2025,231086,AU,AUS
Australia,Sydney,2025,231086,AU,AUS
Brazil,Divinópolis,2024,231091,BR,BRA
India,Quthbullapur,2007,231108,IN,IND
India,Hardwar,2017,231338,IN,IND
Iran (Islamic Republic of),Abadan,2017,231476,IR,IRN
United Kingdom of Great Britain and Northern Ireland,The Medway Towns,2006,231659,GB,GBR
Zambia,Kasama,2014,231824,ZM,ZMB
Russian Federation,Angarsk,2013,231944,RU,RUS
Chile,Iquique,2024,231962,CL,CHL
India,Bihar,2007,232071,IN,IND
Brazil,Colombo,2024,232212,BR,BRA
Brazil,Itapevi,2024,232297,BR,BRA
Pakistan,Mandi Bahauddin,2024,232361,PK,PAK
Uganda,Gulu,2024,232723,UG,UGA
Thailand,Nong Khai,2013,232798,TH,THA
Türkiye,Usak (Merkez),2023,232819,TR,TUR
Japan,Saga,2022,233301,JP,JPN
India,Pallavaram,2017,233984,IN,IND
India,Raichur,2017,234073,IN,IND
Romania,Craiova,2023,234140,RO,ROU
Bangladesh,Feni Pourasabha,2023,234357,BD,BGD
Brazil,Maracanaú,2024,234509,BR,BRA
Brazil,Arapiraca,2024,234696,BR,BRA
India,Mirzapur-cum-Vindhyachal,2017,234871,IN,IND
United Kingdom of Great Britain and Northern Ireland,Plymouth,2013,234982,GB,GBR
Iran (Islamic Republic of),Borujerd,2017,234997,IR,IRN
Russian Federation,Nizhnekamsk,2013,235179,RU,RUS
Iran (Islamic Republic of),Najafabad,2017,235281,IR,IRN
Ukraine,Ivano-Frankivsk,2022,235343,UA,UKR
India,Uluberia,2017,235345,IN,IND
United States of America,Boise City (ID),2024,235421,US,USA
Pakistan,Muzaffargharh,2024,235541,PK,PAK
Iraq,Karradah Sharqiyah,1987,235554,IQ,IRQ
India,Rewa,2017,235654,IN,IND
China,Lishi,2002,235678,CN,CHN
Malaysia,M.P. Kluang,2022,235715,MY,MYS
Thailand,Lop Buri,2013,235827,TH,THA
Pakistan,Kohat,2024,235880,PK,PAK
Cameroon,Garoua,2013,235996,CM,CMR
Egypt,Menia,2011,236043,EG,EGY
Germany,Freiburg im Breisgau,2024,236140,DE,DEU
Algeria,Béchar,2016,236213,DZ,DZA
United Kingdom of Great Britain and Northern Ireland,Luton/Dunstable,2006,236318,GB,GBR
Iran (Islamic Republic of),Pakdasht,2017,236319,IR,IRN
Democratic People's Republic of Korea,Phyongsong,2009,236583,KP,PRK
Brazil,Hortolândia,2024,236641,BR,BRA
France,Lille,2025,236710,FR,FRA
Japan,Shimizu,2009,236818,JP,JPN
Paraguay,Capiatá,2024,236999,PY,PRY
Russian Federation,Orsk,2013,237194,RU,RUS
Brazil,Americana,2024,237240,BR,BRA
Bangladesh,Faridpur Pourasabha,2023,237283,BD,BGD
Iran (Islamic Republic of),Amol,2017,237528,IR,IRN
Romania,Brasov,2023,237589,RO,ROU
Republic of Korea,Geoje,2025,237617,KR,KOR
Brazil,Marília,2024,237627,BR,BRA
Ukraine,Gorlivka,2022,237640,UA,UKR
South Africa,Tembisa,2000,237676,ZA,ZAF
Malaysia,M.P. Kubang Pasu,2022,237759,MY,MYS
India,Ganganagar,2017,237780,IN,IND
Brazil,Juazeiro,2024,237821,BR,BRA
India,Thoothukkudi,2017,237830,IN,IND
Russian Federation,Shakhty,2013,238031,RU,RUS
United Kingdom of Great Britain and Northern Ireland,Portsmouth,2013,238137,GB,GBR
Netherlands (Kingdom of the),Groningen,2024,238147,NL,NLD
Spain,Elche/Elx,2024,238285,ES,ESP
Russian Federation,Dzerzhinsk (Nizhegorodskaya oblast),2013,238327,RU,RUS
Venezuela (Bolivarian Republic of),Turmero,2016,238570,VE,VEN
United States of America,Arlington (VA),2023,238643,US,USA
Canada,Oakville,2025,238716,CA,CAN
Poland,Gdynia,2023,238821,PL,POL
Nigeria,Akure,2002,239124,NG,NGA
Japan,Yamato,2022,239169,JP,JPN
Russian Federation,Naltchik,2013,239230,RU,RUS
Thailand,Saraburi,2013,239281,TH,THA
Cameroon,Bafoussam,2013,239287,CM,CMR
Russian Federation,Syktivkar,2013,239341,RU,RUS
Germany,Magdeburg,2024,239364,DE,DEU
Iran (Islamic Republic of),Golestan (Soltanabad),2017,239556,IR,IRN
China,Tiefa,2002,239636,CN,CHN
Chile,Concepción,2024,239776,CL,CHL
China,Jian (Jilin),2002,239849,CN,CHN
Malaysia,L.K. Bintulu,2022,240172,MY,MYS
Brazil,Jacareí,2024,240275,BR,BRA
Belgium,Charleroi,2024,240402,BE,BEL
Ukraine,Rivne,2022,240451,UA,UKR
India,Katihar,2017,240838,IN,IND
Democratic People's Republic of Korea,Tanchon,2009,240873,KP,PRK
Suriname,PARAMARIBO,2015,240924,SR,SUR
India,Alappuzha,2017,240991,IN,IND
Japan,Matsumoto,2022,241145,JP,JPN
Bangladesh,Rangpur,2006,241310,BD,BGD
Malaysia,M.P. Taiping,2022,241517,MY,MYS
Democratic People's Republic of Korea,Haeju,2009,241599,KP,PRK
Japan,Tsukuba,2022,241656,JP,JPN
Pakistan,Bahawalnagar,2024,241873,PK,PAK
Malaysia,M.P. Hulu Selangor,2022,241932,MY,MYS
Germany,Halle (Saale),2024,242083,DE,DEU
Mozambique,Lichinga,2022,242204,MZ,MOZ
Brazil,Araraquara,2024,242228,BR,BRA
Chile,Talca,2024,242344,CL,CHL
Japan,Chigasaki,2022,242389,JP,JPN
China,Huayin,2002,242488,CN,CHN
Russian Federation,Bratsk,2013,242604,RU,RUS
Japan,Chofu,2022,242614,JP,JPN
Canada,Richmond,2025,242966,CA,CAN
India,Ramagundam,2017,242979,IN,IND
Thailand,Chanthaburi,2013,243126,TH,THA
Indonesia,Probolinggo,2024,243200,ID,IDN
Japan,Sasebo,2022,243223,JP,JPN
China,Jinshi,2002,243242,CN,CHN
United Kingdom of Great Britain and Northern Ireland,Aldershot,2006,243344,GB,GBR
Brazil,Dourados,2024,243367,BR,BRA
United States of America,Garland (TX),2024,243470,US,USA
Iran (Islamic Republic of),Sabzewar,2017,243700,IR,IRN
Nepal,Biratnagar,2023,243927,NP,NPL
Egypt,Damanhûr,2011,244043,EG,EGY
Ecuador,Portoviejo,2025,244129,EC,ECU
India,Puducherry,2017,244377,IN,IND
United States of America,Scottsdale (AZ),2024,244394,US,USA
India,Sikar,2017,244497,IN,IND
Iraq,Majnoon,1987,244545,IQ,IRQ
Brazil,São José de Ribamar,2024,244579,BR,BRA
China,Suqian,2002,244651,CN,CHN
Thailand,Phatthalung,2013,244783,TH,THA
Brazil,Rondonópolis,2024,244911,BR,BRA
United States of America,Port St. Lucie (FL),2024,245021,US,USA
India,Baranagar,2017,245213,IN,IND
Sweden,Uppsala,2024,245328,SE,SWE
Japan,Fuji,2022,245392,JP,JPN
Türkiye,Isparta (Merkez),2023,245784,TR,TUR
Madagascar,Mahajanga,2024,246022,MG,MDG
United States of America,Louisville (KY),2023,246161,US,USA
Botswana,GABORONE,2024,246327,BW,BWA
Madagascar,Antsirabe,2024,246354,MG,MDG
Brazil,Macaé,2024,246391,BR,BRA
Uganda,Lira,2024,246437,UG,UGA
Malaysia,M.P. Manjung,2022,246978,MY,MYS
Iran (Islamic Republic of),Khomeini shahr,2017,247128,IR,IRN
Venezuela (Bolivarian Republic of),Guarenas,2016,247131,VE,VEN
Türkiye,Aksaray (Merkez),2023,247147,TR,TUR
Pakistan,Khanpur,2024,247170,PK,PAK
Türkiye,Osmaniye (Merkez),2023,247276,TR,TUR
Spain,A Coruña,2024,247350,ES,ESP
Finland,Vantaa,2024,247443,FI,FIN
Philippines,Navotas,2023,247543,PH,PHL
Japan,Yamagata,2022,247590,JP,JPN
Germany,Kiel,2024,247717,DE,DEU
India,Gandhidham,2017,247992,IN,IND
Japan,Soka,2022,248304,JP,JPN
Germany,Chemnitz,2024,248563,DE,DEU
China,Qingtongxia,2002,248640,CN,CHN
Russian Federation,Novorossiysk,2013,248857,RU,RUS
Malaysia,M.B. Miri,2022,248877,MY,MYS
Saudi Arabia,Ath-Thuqbah,2023,248888,SA,SAU
Kenya,Thika,2021,248901,KE,KEN
Algeria,Saïda,2016,248939,DZ,DZA
Bangladesh,Kaliakair Pourasabha,2023,249111,BD,BGD
India,North Dum Dum,2017,249142,IN,IND
India,Tiruvottiyur,2017,249446,IN,IND
Guinea,Labé,2002,249515,GN,GIN
China,Lingwu,2002,249890,CN,CHN
Iran (Islamic Republic of),Babol,2017,250217,IR,IRN
China,Longquan,2002,250398,CN,CHN
Republic of Korea,Mokpo,2002,250480,KR,KOR
Brazil,Embu das Artes,2024,250691,BR,BRA
Democratic People's Republic of Korea,Sunchon,2009,250738,KP,PRK
Romania,Timisoara,2023,250849,RO,ROU
Ecuador,Calderón,2025,250877,EC,ECU
Italy,Venezia,2024,250913,IT,ITA
Nigeria,Oshogbo,2002,250951,NG,NGA
Japan,Hakodate,2022,251084,JP,JPN
China,Tulufan,2002,251652,CN,CHN
China,Chishui,2002,251780,CN,CHN
Türkiye,Afyonkarahisar (Merkez),2023,251799,TR,TUR
Germany,Braunschweig,2024,251804,DE,DEU
Philippines,Tacloban,2023,251881,PH,PHL
Democratic People's Republic of Korea,Kanggye,2009,251971,KP,PRK
India,Begusarai,2017,252008,IN,IND
Germany,Aachen,2024,252136,DE,DEU
Japan,Tokushima,2022,252391,JP,JPN
Republic of Korea,Chuncheon,2002,252547,KR,KOR
China,Dongsheng,2002,252566,CN,CHN
Brazil,Parnamirim,2024,252716,BR,BRA
United States of America,Winston-Salem (NC),2024,252975,US,USA
India,Ambarnath,2017,253475,IN,IND
Uzbekistan,Margilan,2024,253478,UZ,UZB
United Kingdom of Great Britain and Northern Ireland,Southampton,2013,253651,GB,GBR
Mexico,"La Paz, Distrito Federal",2011,253845,MX,MEX
United States of America,Glendale (AZ),2024,253855,US,USA
United States of America,Chesapeake (VA),2024,253886,US,USA
Israel,Rishon Leziyyon,2025,253959,IL,ISR
Pakistan,Muridke,2024,254291,PK,PAK
United States of America,Irving (TX),2024,254373,US,USA
Philippines,Marilao,2023,254453,PH,PHL
Brazil,Chapecó,2024,254785,BR,BRA
Brazil,São Carlos,2024,254857,BR,BRA
Russian Federation,Yoshkar-Ola,2013,254987,RU,RUS
Costa Rica,Desamparados,2025,255000,CR,CRI
Finland,Tampere,2024,255050,FI,FIN
Japan,Shimonoseki,2022,255051,JP,JPN
Cyprus,LEFKOSIA,2024,255350,CY,CYP
United Kingdom of Great Britain and Northern Ireland,Derby,2013,255394,GB,GBR
Canada,Regina,2025,255395,CA,CAN
Spain,Vitoria-Gasteiz,2024,255423,ES,ESP
Benin,Parakou,2016,255478,BJ,BEN
Russian Federation,Taganrog,2013,255671,RU,RUS
Ukraine,Sumy,2022,255672,UA,UKR
Brazil,Indaiatuba,2024,255748,BR,BRA
Italy,Verona,2024,256049,IT,ITA
India,Etawah,2017,256838,IN,IND
Chile,Arica,2024,257163,CL,CHL
Brazil,Governador Valadares,2024,257171,BR,BRA
United States of America,Laredo (TX),2024,257602,US,USA
Indonesia,Banda Aceh,2024,257635,ID,IDN
India,New Delhi Municipal Council (NDMC),2017,257803,IN,IND
Japan,Hiratsuka,2022,258422,JP,JPN
Colombia,Buenaventura,2020,258445,CO,COL
Türkiye,Kütahya (Merkez),2023,258592,TR,TUR
Ecuador,Manta,2025,258697,EC,ECU
Saudi Arabia,Yanbu al-Bahr,2023,258777,SA,SAU
Israel,Petah Tiqwa,2025,258818,IL,ISR
Bangladesh,Sreepur Pourasabha,2023,258973,BD,BGD
Russian Federation,Komsomolsk-na-Amure,2013,259081,RU,RUS
India,Gajuwaka,2007,259180,IN,IND
Nigeria,Katsina,2002,259315,NG,NGA
Republic of Korea,Gyeongju (Kyongju),2025,259525,KR,KOR
Paraguay,Luque,2024,259705,PY,PRY
Malaysia,M.P. Padawan,2022,260058,MY,MYS
Philippines,Olongapo,2023,260317,PH,PHL
Ukraine,Zhytomyr,2022,260367,UA,UKR
Serbia,Novi Sad,2024,260438,RS,SRB
Ukraine,Chernivtsi,2022,260540,UA,UKR
Japan,Kakogawa,2022,260878,JP,JPN
Russian Federation,Nizhnevartovsk,2013,261011,RU,RUS
United Kingdom of Great Britain and Northern Ireland,Blackpool,2006,261088,GB,GBR
Philippines,Malolos,2023,261189,PH,PHL
India,Arrah,2017,261430,IN,IND
China,Longjing,2002,261551,CN,CHN
Brazil,Volta Redonda,2024,261563,BR,BRA
Chile,Pudahuel,2024,261596,CL,CHL
China,Yunfu,2002,261636,CN,CHN
Uganda,Mbarara,2024,261656,UG,UGA
France,Bordeaux,2025,261804,FR,FRA
China,Hailaer,2002,262184,CN,CHN
Japan,Fukui,2022,262328,JP,JPN
Democratic People's Republic of Korea,Kaechon,2009,262389,KP,PRK
Cuba,Holguín,2025,262523,CU,CUB
Japan,Fuchu,2022,262790,JP,JPN
Thailand,Lamphun,2013,262832,TH,THA
India,Hapur,2017,262983,IN,IND
Germany,Gelsenkirchen,2024,263000,DE,DEU
Philippines,Talisay (Cebu),2023,263048,PH,PHL
South Africa,Boksburg,2000,263179,ZA,ZAF
Colombia,Itagüí,2020,263332,CO,COL
United States of America,St. Petersburg (FL),2024,263553,US,USA
Romania,Constanta,2023,263688,RO,ROU
Republic of Korea,Gunpo (Kunpo),2002,263760,KR,KOR
Brazil,Itajaí,2024,264054,BR,BRA
China,Fengzhen,2002,264204,CN,CHN
Benin,PORTO-NOVO,2016,264320,BJ,BEN
Bangladesh,Brahmanbaria Pourasabha,2023,264341,BD,BGD
Iran (Islamic Republic of),Neyshabur,2017,264375,IR,IRN
Brazil,Mossoró,2024,264577,BR,BRA
United Kingdom of Great Britain and Northern Ireland,Preston,2006,264601,GB,GBR
Japan,Yao,2022,264642,JP,JPN
Iran (Islamic Republic of),Dezful,2017,264709,IR,IRN
China,Zhangping,2002,264757,CN,CHN
India,Ratlam,2017,264914,IN,IND
India,Dasarahalli,2007,264940,IN,IND
Spain,L'Hospitalet de Llobregat,2023,265003,ES,ESP
Brazil,Gravataí,2024,265074,BR,BRA
Qatar,Al-Wakrah,2022,265102,QA,QAT
United States of America,Toledo (OH),2024,265304,US,USA
Thailand,Nakhon Si Thammarat,2013,265606,TH,THA
Republic of Korea,Suncheon,2002,265930,KR,KOR
Iraq,Nasariya,1987,265937,IQ,IRQ
Egypt,Aswan,2011,266013,EG,EGY
Canada,Windsor,2025,266309,CA,CAN
Kazakhstan,Kustanai,2024,266319,KZ,KAZ
Mexico,La Piedad-Pénjamo,2024,266507,MX,MEX
Brazil,Marabá,2024,266533,BR,BRA
Cuba,Camagüey,2025,266702,CU,CUB
Republic of Korea,Gunsan (Kunsan),2025,266749,KR,KOR
United States of America,Lubbock (TX),2024,266878,US,USA
Chile,Ñuñoa,2024,266906,CL,CHL
Japan,Nagaoka,2022,266936,JP,JPN
Russian Federation,Petrozavodsk,2013,267102,RU,RUS
Türkiye,Adiyaman (Merkez),2023,267131,TR,TUR
India,Anantapur,2017,267161,IN,IND
Niger,Maradi,2016,267249,NE,NER
Ukraine,Cherkasy,2022,267361,UA,UKR
Türkiye,Çorum (Merkez),2023,267396,TR,TUR
Chile,La Serena,2024,267400,CL,CHL
Pakistan,Mirpur Khas,2024,267833,PK,PAK
Brazil,Parauapebas,2024,267836,BR,BRA
United Kingdom of Great Britain and Northern Ireland,Newcastle-upon-Tyne,2013,268064,GB,GBR
Belgium,Gent (Gand),2024,268335,BE,BEL
Republic of Korea,Wonju,2002,268352,KR,KOR
Germany,Mönchengladbach,2024,268465,DE,DEU
Pakistan,Turbat,2024,268625,PK,PAK
Canada,Longueuil,2025,268684,CA,CAN
India,Lal Bahadur Nagar,2007,268689,IN,IND
India,Durg,2017,268806,IN,IND
Iraq,Hilla,1987,268834,IQ,IRQ
Spain,Gijón,2024,268948,ES,ESP
China,Wulanhaote,2002,269162,CN,CHN
United Kingdom of Great Britain and Northern Ireland,Southend,2006,269415,GB,GBR
Japan,Ichihara,2022,269524,JP,JPN
Cameroon,Bamenda,2013,269530,CM,CMR
United States of America,Fort Wayne (IN),2024,269994,US,USA
China,Kelamayi,2002,270232,CN,CHN
Australia,Newcastle-Maitland,2025,270251,AU,AUS
Brazil,São José,2024,270299,BR,BRA
Russian Federation,Kostroma,2013,270366,RU,RUS
United Kingdom of Great Britain and Northern Ireland,Swansea,2006,270506,GB,GBR
Japan,Mito,2022,270685,JP,JPN
United Kingdom of Great Britain and Northern Ireland,Stoke-on-Trent,2013,270726,GB,GBR
Democratic People's Republic of Korea,Sariwon,2009,271434,KP,PRK
Ukraine,Khmelnitsky (Hmilnyk),2022,271618,UA,UKR
Romania,Iasi,2023,271692,RO,ROU
Brazil,Santa Maria,2024,271735,BR,BRA
Venezuela (Bolivarian Republic of),Punto Fijo,2016,272239,VE,VEN
Nepal,Birgunj,2023,272382,NP,NPL
China,Jining (Inner Mongolia),2002,272448,CN,CHN
Ukraine,Poltava,2022,272572,UA,UKR
Netherlands (Kingdom of the),Leiden,2024,272764,NL,NLD
Chile,Peñalolén,2024,272913,CL,CHL
Brazil,Imperatriz,2024,273110,BR,BRA
Philippines,San Mateo,2023,273306,PH,PHL
Brazil,Taboão da Serra,2024,273542,BR,BRA
Indonesia,Pematang Siantar,2024,274056,ID,IDN
Pakistan,Sadiqabad,2024,274210,PK,PAK
United States of America,Chula Vista (CA),2024,274333,US,USA
Chile,Rancagua,2024,274407,CL,CHL
Brazil,Cotia,2024,274413,BR,BRA
Japan,Tsu,2022,274537,JP,JPN
India,Sagar,2017,274556,IN,IND
Colombia,Sincelejo,2020,274622,CO,COL
United States of America,Buffalo (NY),2024,274678,US,USA
United States of America,Reno (NV),2024,274915,US,USA
China,Huozhou,2002,274955,CN,CHN
Russian Federation,Sterlitamak,2013,275087,RU,RUS
Japan,Aomori,2022,275192,JP,JPN
United States of America,Gilbert (AZ),2024,275411,US,USA
Ukraine,Kherson,2022,275529,UA,UKR
Colombia,Armenia (Quindio),2020,275641,CO,COL
Chile,Coquimbo,2024,275644,CL,CHL
Chile,Quilicura,2024,275744,CL,CHL
Peru,Juliaca,2019,276110,PE,PER
Russian Federation,Groznyi,2013,276524,RU,RUS
India,Farrukhabad-cum-Fatehgarh,2017,276581,IN,IND
Kazakhstan,Aktau,2024,276792,KZ,KAZ
Ukraine,Chernihiv,2022,276927,UA,UKR
India,Imphal,2017,277196,IN,IND
Colombia,Popayán,2020,277270,CO,COL
Republic of Korea,Iksan (Iri),2025,278217,KR,KOR
Indonesia,Tegal,2024,278299,ID,IDN
India,Barasat,2017,278435,IN,IND
El Salvador,Santa Ana,2021,278743,SV,SLV
India,Maunath Bhanjan,2017,278745,IN,IND
Brazil,Petrópolis,2024,278881,BR,BRA
Philippines,Lucena City,2023,278924,PH,PHL
Pakistan,Shaheed Benazirabad,2021,279338,PK,PAK
South Africa,Roodepoort,2000,279340,ZA,ZAF
Brazil,Sumaré,2024,279545,BR,BRA
Senegal,Diourbel,2011,279667,SN,SEN
Côte d'Ivoire,YAMOUSSOUKRO,2023,279977,CI,CIV
United States of America,Chandler (AZ),2024,280167,US,USA
United Kingdom of Great Britain and Northern Ireland,Belfast,2013,280211,GB,GBR
United States of America,Madison (WI),2024,280305,US,USA
Poland,Katowice,2023,280313,PL,POL
Chile,Puerto Montt,2024,280955,CL,CHL
Iran (Islamic Republic of),Malard,2017,281027,IR,IRN
Eritrea,ASMARA,1991,281110,ER,ERI
Mexico,Tulancingo,2024,281120,MX,MEX
Russian Federation,Tambov,2013,281348,RU,RUS
Malaysia,M.P. Kuala Selangor,2022,281717,MY,MYS
United States of America,St. Louis (MO),2024,281754,US,USA
Mexico,Villa Nicolas Romero,2011,281799,MX,MEX
Pakistan,Khanewal,2024,281890,PK,PAK
India,Purnia,2017,282248,IN,IND
Poland,Bialystok,2023,282306,PL,POL
Russian Federation,Yakutsk,2013,282419,RU,RUS
Czechia,Ostrava,2022,282450,CZ,CZE
Uganda,Makindye Ssabagabo,2016,282664,UG,UGA
Japan,Fukushima,2022,282693,JP,JPN
Australia,Geelong,2025,282809,AU,AUS
Venezuela (Bolivarian Republic of),San Cristóbal,2016,282830,VE,VEN
India,Satna,2017,282977,IN,IND
Germany,Wiesbaden,2024,283083,DE,DEU
Bangladesh,Tongi,2006,283099,BD,BGD
India,Kirari Suleman Nagar,2017,283211,IN,IND
Mexico,Zamora-Jacona,2024,283914,MX,MEX
United Kingdom of Great Britain and Northern Ireland,Kingston-upon-Hull,2013,284321,GB,GBR
El Salvador,Soyapango,2021,284347,SV,SLV
United States of America,North Las Vegas (NV),2024,284771,US,USA
Malaysia,M.P. Kangar,2022,284853,MY,MYS
China,Kuitun,2002,285299,CN,CHN
Philippines,San Pablo,2023,285348,PH,PHL
Brazil,Foz do Iguaçu,2024,285415,BR,BRA
Uganda,Masaka,2024,285509,UG,UGA
Mexico,Heroica Nogales,2024,285520,MX,MEX
India,Jalna,2017,285577,IN,IND
Slovenia,LJUBLJANA,2022,285604,SI,SVN
India,Bathinda,2017,285788,IN,IND
Netherlands (Kingdom of the),Haarlem,2024,285886,NL,NLD
United States of America,Anchorage (AK),2024,286075,US,USA
Brazil,Juazeiro do Norte,2024,286120,BR,BRA
Peru,Tacna,2019,286240,PE,PER
China,Quzhou,2002,286271,CN,CHN
Bangladesh,Narayanganj,2017,286330,BD,BGD
